AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|ICCC_GROUP|POPULATION|AGE|RACE|SEX|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
0.5|1.0|0.7|45|III(e) Other specified intracranial & intraspinal neoplasms|60681615|0-14|All Races|Male and Female|2007|||
0.4|0.7|0.5|32|III(f) Unspecified intracranial and intraspinal neoplasms|60681615|0-14|All Races|Male and Female|2007|||
11.0|12.7|11.8|736|IV Neuroblastoma and other peripheral nervous cell tumors|60681615|0-14|All Races|Male and Female|2007|||
10.8|12.5|11.6|724|IV(a) Neuroblastoma and ganglioneuroblastoma|60681615|0-14|All Races|Male and Female|2007|||
~|~|~|~|IV(b) Other peripheral nervous cell tumors|60681615|0-14|All Races|Male and Female|2007|||
10.2|11.9|11.0|672|IX Soft tissue and other extraosseous sarcomas|60681615|0-14|All Races|Male and Female|2007|||
5.1|6.3|5.7|345|IX(a) Rhabdomyosarcomas|60681615|0-14|All Races|Male and Female|2007|||
0.9|1.5|1.2|73|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|60681615|0-14|All Races|Male and Female|2007|||
~|~|~|~|IX(c) Kaposi sarcoma|60681615|0-14|All Races|Male and Female|2007|||
2.9|3.8|3.3|202|IX(d) Other specified soft tissue sarcomas|60681615|0-14|All Races|Male and Female|2007|||
0.6|1.1|0.8|51|IX(e) Unspecified soft tissue sarcomas|60681615|0-14|All Races|Male and Female|2007|||
~|~|~|~|Not classified by ICCC|60681615|0-14|All Races|Male and Female|2007|||
3.8|4.8|4.3|271|V Retinoblastoma|60681615|0-14|All Races|Male and Female|2007|||
7.9|9.4|8.6|530|VI Renal tumors|60681615|0-14|All Races|Male and Female|2007|||
7.5|8.9|8.2|503|VI(a) Nephroblastoma and other nonepithelial renal tumors|60681615|0-14|All Races|Male and Female|2007|||
0.3|0.6|0.4|26|VI(b) Renal carcinomas|60681615|0-14|All Races|Male and Female|2007|||
~|~|~|~|VI(c) Unspecified malignant renal tumors|60681615|0-14|All Races|Male and Female|2007|||
2.2|3.0|2.6|159|VII Hepatic tumors|60681615|0-14|All Races|Male and Female|2007|||
1.9|2.7|2.3|141|VII(a) Hepatoblastoma|60681615|0-14|All Races|Male and Female|2007|||
0.2|0.5|0.3|18|VII(b) Hepatic carcinomas|60681615|0-14|All Races|Male and Female|2007|||
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|60681615|0-14|All Races|Male and Female|2007|||
6.2|7.5|6.9|415|VIII Malignant bone tumors|60681615|0-14|All Races|Male and Female|2007|||
3.2|4.2|3.7|223|VIII(a) Osteosarcomas|60681615|0-14|All Races|Male and Female|2007|||
~|~|~|~|VIII(b) Chondrosarcomas|60681615|0-14|All Races|Male and Female|2007|||
2.1|2.9|2.5|151|VIII(c) Ewing tumor and related sarcomas of bone|60681615|0-14|All Races|Male and Female|2007|||
0.2|0.5|0.3|18|VIII(d) Other specified malignant bone tumors|60681615|0-14|All Races|Male and Female|2007|||
~|~|~|~|VIII(e) Unspecified malignant bone tumors|60681615|0-14|All Races|Male and Female|2007|||
4.9|6.1|5.5|337|X Germ cell, trophoblastic tumors & neoplasms of gonads|60681615|0-14|All Races|Male and Female|2007|||
1.1|1.7|1.4|85|X(a) Intracranial & intraspinal germ cell tumors|60681615|0-14|All Races|Male and Female|2007|||
1.0|1.6|1.3|82|X(b) Malignant extracranial & extragonadal germ cell tumors|60681615|0-14|All Races|Male and Female|2007|||
2.2|3.0|2.6|157|X(c) Malignant gonadal germ cell tumors|60681615|0-14|All Races|Male and Female|2007|||
~|~|~|~|X(d) Gonadal carcinomas|60681615|0-14|All Races|Male and Female|2007|||
~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|60681615|0-14|All Races|Male and Female|2007|||
6.0|7.3|6.6|401|XI Other malignant epithelial neoplasms and malignant melanomas|60681615|0-14|All Races|Male and Female|2007|||
~|~|~|~|XI(a) Adrenocortical carcinomas|60681615|0-14|All Races|Male and Female|2007|||
1.9|2.6|2.2|136|XI(b) Thyroid carcinomas|60681615|0-14|All Races|Male and Female|2007|||
0.2|0.4|0.3|17|XI(c) Nasopharyngeal carcinomas|60681615|0-14|All Races|Male and Female|2007|||
1.8|2.6|2.2|131|XI(d) Malignant melanomas|60681615|0-14|All Races|Male and Female|2007|||
~|~|~|~|XI(e) Skin carcinomas|60681615|0-14|All Races|Male and Female|2007|||
1.4|2.0|1.7|101|XI(f) Other and unspecified carcinomas|60681615|0-14|All Races|Male and Female|2007|||
0.5|0.9|0.7|42|XII Other and unspecified malignant neoplasms|60681615|0-14|All Races|Male and Female|2007|||
0.2|0.6|0.4|23|XII(a) Other specified malignant tumors|60681615|0-14|All Races|Male and Female|2007|||
0.2|0.5|0.3|19|XII(b) Other unspecified malignant tumors|60681615|0-14|All Races|Male and Female|2007|||
161.5|167.9|164.7|10105|All ICCC Groups Combined|60907384|0-14|All Races|Male and Female|2008|||
52.1|55.8|53.9|3311|I Leukemias, myeloproliferative & myelodysplastic diseases|60907384|0-14|All Races|Male and Female|2008|||
39.5|42.7|41.1|2517|I(a) Lymphoid leukemias|60907384|0-14|All Races|Male and Female|2008|||
7.3|8.7|8.0|491|I(b) Acute myeloid leukemias|60907384|0-14|All Races|Male and Female|2008|||
1.8|2.5|2.1|132|I(c) Chronic myeloproliferative diseases|60907384|0-14|All Races|Male and Female|2008|||
1.4|2.0|1.7|104|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|60907384|0-14|All Races|Male and Female|2008|||
0.8|1.4|1.1|67|I(e) Unspecified and other specified leukemias|60907384|0-14|All Races|Male and Female|2008|||
16.1|18.2|17.2|1042|II Lymphomas and reticuloendothelial neoplasms|60907384|0-14|All Races|Male and Female|2008|||
5.7|7.0|6.3|383|II(a) Hodgkin lymphomas|60907384|0-14|All Races|Male and Female|2008|||
6.1|7.4|6.7|408|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|60907384|0-14|All Races|Male and Female|2008|||
2.3|3.1|2.7|163|II(c) Burkitt lymphoma|60907384|0-14|All Races|Male and Female|2008|||
0.9|1.5|1.2|74|II(d) Miscellaneous lymphoreticular neoplasms|60907384|0-14|All Races|Male and Female|2008|||
~|~|~|~|II(e) Unspecified lymphomas|60907384|0-14|All Races|Male and Female|2008|||
34.0|37.0|35.5|2167|III CNS and misc intracranial and intraspinal neoplasms|60907384|0-14|All Races|Male and Female|2008|||
2.3|3.1|2.7|163|III(a) Ependymomas and choroid plexus tumor|60907384|0-14|All Races|Male and Female|2008|||
16.5|18.6|17.6|1070|III(b) Astrocytomas|60907384|0-14|All Races|Male and Female|2008|||
7.5|8.9|8.2|501|III(c) Intracranial and intraspinal embryonal tumors|60907384|0-14|All Races|Male and Female|2008|||
5.4|6.7|6.0|367|III(d) Other gliomas|60907384|0-14|All Races|Male and Female|2008|||
0.5|1.0|0.7|44|III(e) Other specified intracranial & intraspinal neoplasms|60907384|0-14|All Races|Male and Female|2008|||
0.2|0.5|0.4|22|III(f) Unspecified intracranial and intraspinal neoplasms|60907384|0-14|All Races|Male and Female|2008|||
10.1|11.8|11.0|686|IV Neuroblastoma and other peripheral nervous cell tumors|60907384|0-14|All Races|Male and Female|2008|||
9.9|11.5|10.7|669|IV(a) Neuroblastoma and ganglioneuroblastoma|60907384|0-14|All Races|Male and Female|2008|||
0.2|0.4|0.3|17|IV(b) Other peripheral nervous cell tumors|60907384|0-14|All Races|Male and Female|2008|||
10.2|11.9|11.0|675|IX Soft tissue and other extraosseous sarcomas|60907384|0-14|All Races|Male and Female|2008|||
4.8|5.9|5.3|326|IX(a) Rhabdomyosarcomas|60907384|0-14|All Races|Male and Female|2008|||
0.7|1.2|1.0|59|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|60907384|0-14|All Races|Male and Female|2008|||
~|~|~|~|IX(c) Kaposi sarcoma|60907384|0-14|All Races|Male and Female|2008|||
3.0|3.9|3.4|210|IX(d) Other specified soft tissue sarcomas|60907384|0-14|All Races|Male and Female|2008|||
1.0|1.6|1.3|79|IX(e) Unspecified soft tissue sarcomas|60907384|0-14|All Races|Male and Female|2008|||
0.2|0.4|0.3|17|Not classified by ICCC|60907384|0-14|All Races|Male and Female|2008|||
3.7|4.8|4.2|267|V Retinoblastoma|60907384|0-14|All Races|Male and Female|2008|||
8.3|9.8|9.0|557|VI Renal tumors|60907384|0-14|All Races|Male and Female|2008|||
7.9|9.3|8.6|532|VI(a) Nephroblastoma and other nonepithelial renal tumors|60907384|0-14|All Races|Male and Female|2008|||
0.2|0.6|0.4|23|VI(b) Renal carcinomas|60907384|0-14|All Races|Male and Female|2008|||
~|~|~|~|VI(c) Unspecified malignant renal tumors|60907384|0-14|All Races|Male and Female|2008|||
2.2|3.1|2.6|164|VII Hepatic tumors|60907384|0-14|All Races|Male and Female|2008|||
1.9|2.6|2.2|140|VII(a) Hepatoblastoma|60907384|0-14|All Races|Male and Female|2008|||
0.3|0.6|0.4|24|VII(b) Hepatic carcinomas|60907384|0-14|All Races|Male and Female|2008|||
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|60907384|0-14|All Races|Male and Female|2008|||
6.2|7.5|6.9|414|VIII Malignant bone tumors|60907384|0-14|All Races|Male and Female|2008|||
3.4|4.4|3.8|232|VIII(a) Osteosarcomas|60907384|0-14|All Races|Male and Female|2008|||
~|~|~|~|VIII(b) Chondrosarcomas|60907384|0-14|All Races|Male and Female|2008|||
2.1|2.9|2.4|148|VIII(c) Ewing tumor and related sarcomas of bone|60907384|0-14|All Races|Male and Female|2008|||
~|~|~|~|VIII(d) Other specified malignant bone tumors|60907384|0-14|All Races|Male and Female|2008|||
~|~|~|~|VIII(e) Unspecified malignant bone tumors|60907384|0-14|All Races|Male and Female|2008|||
4.7|5.9|5.3|325|X Germ cell, trophoblastic tumors & neoplasms of gonads|60907384|0-14|All Races|Male and Female|2008|||
1.1|1.7|1.4|83|X(a) Intracranial & intraspinal germ cell tumors|60907384|0-14|All Races|Male and Female|2008|||
1.1|1.7|1.4|89|X(b) Malignant extracranial & extragonadal germ cell tumors|60907384|0-14|All Races|Male and Female|2008|||
1.9|2.7|2.3|141|X(c) Malignant gonadal germ cell tumors|60907384|0-14|All Races|Male and Female|2008|||
~|~|~|~|X(d) Gonadal carcinomas|60907384|0-14|All Races|Male and Female|2008|||
~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|60907384|0-14|All Races|Male and Female|2008|||
6.6|8.0|7.2|441|XI Other malignant epithelial neoplasms and malignant melanomas|60907384|0-14|All Races|Male and Female|2008|||
0.1|0.4|0.3|16|XI(a) Adrenocortical carcinomas|60907384|0-14|All Races|Male and Female|2008|||
2.2|3.0|2.6|157|XI(b) Thyroid carcinomas|60907384|0-14|All Races|Male and Female|2008|||
0.2|0.4|0.3|17|XI(c) Nasopharyngeal carcinomas|60907384|0-14|All Races|Male and Female|2008|||
1.9|2.7|2.3|140|XI(d) Malignant melanomas|60907384|0-14|All Races|Male and Female|2008|||
~|~|~|~|XI(e) Skin carcinomas|60907384|0-14|All Races|Male and Female|2008|||
1.5|2.1|1.8|108|XI(f) Other and unspecified carcinomas|60907384|0-14|All Races|Male and Female|2008|||
0.4|0.9|0.6|39|XII Other and unspecified malignant neoplasms|60907384|0-14|All Races|Male and Female|2008|||
0.2|0.6|0.4|24|XII(a) Other specified malignant tumors|60907384|0-14|All Races|Male and Female|2008|||
~|~|~|~|XII(b) Other unspecified malignant tumors|60907384|0-14|All Races|Male and Female|2008|||
160.0|166.4|163.2|10026|All ICCC Groups Combined|61087581|0-14|All Races|Male and Female|2009|||
50.8|54.4|52.6|3238|I Leukemias, myeloproliferative & myelodysplastic diseases|61087581|0-14|All Races|Male and Female|2009|||
39.5|42.7|41.1|2532|I(a) Lymphoid leukemias|61087581|0-14|All Races|Male and Female|2009|||
6.6|8.0|7.3|447|I(b) Acute myeloid leukemias|61087581|0-14|All Races|Male and Female|2009|||
1.3|1.9|1.6|95|I(c) Chronic myeloproliferative diseases|61087581|0-14|All Races|Male and Female|2009|||
1.2|1.9|1.5|94|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|61087581|0-14|All Races|Male and Female|2009|||
0.9|1.4|1.1|70|I(e) Unspecified and other specified leukemias|61087581|0-14|All Races|Male and Female|2009|||
15.9|17.9|16.9|1027|II Lymphomas and reticuloendothelial neoplasms|61087581|0-14|All Races|Male and Female|2009|||
5.1|6.4|5.7|347|II(a) Hodgkin lymphomas|61087581|0-14|All Races|Male and Female|2009|||
6.3|7.7|7.0|424|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|61087581|0-14|All Races|Male and Female|2009|||
2.0|2.8|2.4|143|II(c) Burkitt lymphoma|61087581|0-14|All Races|Male and Female|2009|||
1.3|2.0|1.6|102|II(d) Miscellaneous lymphoreticular neoplasms|61087581|0-14|All Races|Male and Female|2009|||
~|~|~|~|II(e) Unspecified lymphomas|61087581|0-14|All Races|Male and Female|2009|||
34.0|37.0|35.5|2174|III CNS and misc intracranial and intraspinal neoplasms|61087581|0-14|All Races|Male and Female|2009|||
2.1|3.0|2.5|156|III(a) Ependymomas and choroid plexus tumor|61087581|0-14|All Races|Male and Female|2009|||
16.6|18.7|17.6|1078|III(b) Astrocytomas|61087581|0-14|All Races|Male and Female|2009|||
7.0|8.4|7.6|469|III(c) Intracranial and intraspinal embryonal tumors|61087581|0-14|All Races|Male and Female|2009|||
6.0|7.4|6.7|407|III(d) Other gliomas|61087581|0-14|All Races|Male and Female|2009|||
0.4|0.8|0.6|34|III(e) Other specified intracranial & intraspinal neoplasms|61087581|0-14|All Races|Male and Female|2009|||
0.3|0.7|0.5|30|III(f) Unspecified intracranial and intraspinal neoplasms|61087581|0-14|All Races|Male and Female|2009|||
10.0|11.6|10.8|671|IV Neuroblastoma and other peripheral nervous cell tumors|61087581|0-14|All Races|Male and Female|2009|||
9.8|11.5|10.6|661|IV(a) Neuroblastoma and ganglioneuroblastoma|61087581|0-14|All Races|Male and Female|2009|||
~|~|~|~|IV(b) Other peripheral nervous cell tumors|61087581|0-14|All Races|Male and Female|2009|||
9.9|11.6|10.7|656|IX Soft tissue and other extraosseous sarcomas|61087581|0-14|All Races|Male and Female|2009|||
4.0|5.0|4.5|275|IX(a) Rhabdomyosarcomas|61087581|0-14|All Races|Male and Female|2009|||
1.0|1.6|1.3|78|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|61087581|0-14|All Races|Male and Female|2009|||
~|~|~|~|IX(c) Kaposi sarcoma|61087581|0-14|All Races|Male and Female|2009|||
3.3|4.3|3.8|231|IX(d) Other specified soft tissue sarcomas|61087581|0-14|All Races|Male and Female|2009|||
0.9|1.5|1.2|72|IX(e) Unspecified soft tissue sarcomas|61087581|0-14|All Races|Male and Female|2009|||
0.2|0.5|0.3|20|Not classified by ICCC|61087581|0-14|All Races|Male and Female|2009|||
4.0|5.1|4.5|283|V Retinoblastoma|61087581|0-14|All Races|Male and Female|2009|||
8.5|10.0|9.2|574|VI Renal tumors|61087581|0-14|All Races|Male and Female|2009|||
7.9|9.4|8.6|536|VI(a) Nephroblastoma and other nonepithelial renal tumors|61087581|0-14|All Races|Male and Female|2009|||
0.4|0.8|0.6|36|VI(b) Renal carcinomas|61087581|0-14|All Races|Male and Female|2009|||
~|~|~|~|VI(c) Unspecified malignant renal tumors|61087581|0-14|All Races|Male and Female|2009|||
1.8|2.6|2.2|137|VII Hepatic tumors|61087581|0-14|All Races|Male and Female|2009|||
1.5|2.2|1.9|116|VII(a) Hepatoblastoma|61087581|0-14|All Races|Male and Female|2009|||
0.2|0.5|0.3|19|VII(b) Hepatic carcinomas|61087581|0-14|All Races|Male and Female|2009|||
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|61087581|0-14|All Races|Male and Female|2009|||
6.4|7.7|7.0|427|VIII Malignant bone tumors|61087581|0-14|All Races|Male and Female|2009|||
3.5|4.5|4.0|241|VIII(a) Osteosarcomas|61087581|0-14|All Races|Male and Female|2009|||
~|~|~|~|VIII(b) Chondrosarcomas|61087581|0-14|All Races|Male and Female|2009|||
2.0|2.8|2.4|144|VIII(c) Ewing tumor and related sarcomas of bone|61087581|0-14|All Races|Male and Female|2009|||
0.3|0.6|0.4|24|VIII(d) Other specified malignant bone tumors|61087581|0-14|All Races|Male and Female|2009|||
~|~|~|~|VIII(e) Unspecified malignant bone tumors|61087581|0-14|All Races|Male and Female|2009|||
4.9|6.1|5.5|334|X Germ cell, trophoblastic tumors & neoplasms of gonads|61087581|0-14|All Races|Male and Female|2009|||
1.1|1.7|1.4|85|X(a) Intracranial & intraspinal germ cell tumors|61087581|0-14|All Races|Male and Female|2009|||
0.9|1.5|1.2|74|X(b) Malignant extracranial & extragonadal germ cell tumors|61087581|0-14|All Races|Male and Female|2009|||
2.2|3.0|2.6|160|X(c) Malignant gonadal germ cell tumors|61087581|0-14|All Races|Male and Female|2009|||
~|~|~|~|X(d) Gonadal carcinomas|61087581|0-14|All Races|Male and Female|2009|||
~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|61087581|0-14|All Races|Male and Female|2009|||
6.5|7.9|7.2|436|XI Other malignant epithelial neoplasms and malignant melanomas|61087581|0-14|All Races|Male and Female|2009|||
~|~|~|~|XI(a) Adrenocortical carcinomas|61087581|0-14|All Races|Male and Female|2009|||
2.5|3.4|2.9|177|XI(b) Thyroid carcinomas|61087581|0-14|All Races|Male and Female|2009|||
0.3|0.6|0.4|25|XI(c) Nasopharyngeal carcinomas|61087581|0-14|All Races|Male and Female|2009|||
1.3|2.0|1.6|100|XI(d) Malignant melanomas|61087581|0-14|All Races|Male and Female|2009|||
~|~|~|~|XI(e) Skin carcinomas|61087581|0-14|All Races|Male and Female|2009|||
1.6|2.3|1.9|114|XI(f) Other and unspecified carcinomas|61087581|0-14|All Races|Male and Female|2009|||
0.6|1.0|0.8|49|XII Other and unspecified malignant neoplasms|61087581|0-14|All Races|Male and Female|2009|||
0.2|0.5|0.3|20|XII(a) Other specified malignant tumors|61087581|0-14|All Races|Male and Female|2009|||
0.3|0.7|0.5|29|XII(b) Other unspecified malignant tumors|61087581|0-14|All Races|Male and Female|2009|||
167.3|173.8|170.5|10485|All ICCC Groups Combined|61200646|0-14|All Races|Male and Female|2010|||
52.5|56.2|54.3|3347|I Leukemias, myeloproliferative & myelodysplastic diseases|61200646|0-14|All Races|Male and Female|2010|||
39.4|42.6|41.0|2527|I(a) Lymphoid leukemias|61200646|0-14|All Races|Male and Female|2010|||
7.1|8.5|7.7|476|I(b) Acute myeloid leukemias|61200646|0-14|All Races|Male and Female|2010|||
1.6|2.3|2.0|120|I(c) Chronic myeloproliferative diseases|61200646|0-14|All Races|Male and Female|2010|||
1.6|2.3|1.9|118|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|61200646|0-14|All Races|Male and Female|2010|||
1.4|2.1|1.7|106|I(e) Unspecified and other specified leukemias|61200646|0-14|All Races|Male and Female|2010|||
18.9|21.1|20.0|1221|II Lymphomas and reticuloendothelial neoplasms|61200646|0-14|All Races|Male and Female|2010|||
4.8|5.9|5.3|323|II(a) Hodgkin lymphomas|61200646|0-14|All Races|Male and Female|2010|||
6.5|7.9|7.2|436|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|61200646|0-14|All Races|Male and Female|2010|||
2.1|2.9|2.5|151|II(c) Burkitt lymphoma|61200646|0-14|All Races|Male and Female|2010|||
4.3|5.5|4.9|301|II(d) Miscellaneous lymphoreticular neoplasms|61200646|0-14|All Races|Male and Female|2010|||
~|~|~|~|II(e) Unspecified lymphomas|61200646|0-14|All Races|Male and Female|2010|||
35.1|38.1|36.6|2245|III CNS and misc intracranial and intraspinal neoplasms|61200646|0-14|All Races|Male and Female|2010|||
2.9|3.8|3.3|204|III(a) Ependymomas and choroid plexus tumor|61200646|0-14|All Races|Male and Female|2010|||
17.7|19.8|18.7|1149|III(b) Astrocytomas|61200646|0-14|All Races|Male and Female|2010|||
6.7|8.1|7.4|454|III(c) Intracranial and intraspinal embryonal tumors|61200646|0-14|All Races|Male and Female|2010|||
5.6|6.8|6.2|376|III(d) Other gliomas|61200646|0-14|All Races|Male and Female|2010|||
0.5|0.9|0.6|39|III(e) Other specified intracranial & intraspinal neoplasms|61200646|0-14|All Races|Male and Female|2010|||
0.2|0.6|0.4|23|III(f) Unspecified intracranial and intraspinal neoplasms|61200646|0-14|All Races|Male and Female|2010|||
10.4|12.1|11.2|695|IV Neuroblastoma and other peripheral nervous cell tumors|61200646|0-14|All Races|Male and Female|2010|||
10.2|11.9|11.0|685|IV(a) Neuroblastoma and ganglioneuroblastoma|61200646|0-14|All Races|Male and Female|2010|||
~|~|~|~|IV(b) Other peripheral nervous cell tumors|61200646|0-14|All Races|Male and Female|2010|||
10.7|12.4|11.6|708|IX Soft tissue and other extraosseous sarcomas|61200646|0-14|All Races|Male and Female|2010|||
5.0|6.2|5.6|343|IX(a) Rhabdomyosarcomas|61200646|0-14|All Races|Male and Female|2010|||
0.6|1.1|0.8|49|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|61200646|0-14|All Races|Male and Female|2010|||
~|~|~|~|IX(c) Kaposi sarcoma|61200646|0-14|All Races|Male and Female|2010|||
3.4|4.4|3.9|237|IX(d) Other specified soft tissue sarcomas|61200646|0-14|All Races|Male and Female|2010|||
1.0|1.6|1.3|79|IX(e) Unspecified soft tissue sarcomas|61200646|0-14|All Races|Male and Female|2010|||
~|~|~|~|Not classified by ICCC|61200646|0-14|All Races|Male and Female|2010|||
4.1|5.1|4.6|285|V Retinoblastoma|61200646|0-14|All Races|Male and Female|2010|||
7.8|9.2|8.5|527|VI Renal tumors|61200646|0-14|All Races|Male and Female|2010|||
7.4|8.9|8.1|506|VI(a) Nephroblastoma and other nonepithelial renal tumors|61200646|0-14|All Races|Male and Female|2010|||
0.2|0.5|0.3|19|VI(b) Renal carcinomas|61200646|0-14|All Races|Male and Female|2010|||
~|~|~|~|VI(c) Unspecified malignant renal tumors|61200646|0-14|All Races|Male and Female|2010|||
2.6|3.5|3.0|187|VII Hepatic tumors|61200646|0-14|All Races|Male and Female|2010|||
2.1|2.9|2.5|157|VII(a) Hepatoblastoma|61200646|0-14|All Races|Male and Female|2010|||
0.3|0.7|0.5|29|VII(b) Hepatic carcinomas|61200646|0-14|All Races|Male and Female|2010|||
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|61200646|0-14|All Races|Male and Female|2010|||
6.1|7.4|6.7|409|VIII Malignant bone tumors|61200646|0-14|All Races|Male and Female|2010|||
3.3|4.2|3.7|226|VIII(a) Osteosarcomas|61200646|0-14|All Races|Male and Female|2010|||
~|~|~|~|VIII(b) Chondrosarcomas|61200646|0-14|All Races|Male and Female|2010|||
2.0|2.8|2.4|143|VIII(c) Ewing tumor and related sarcomas of bone|61200646|0-14|All Races|Male and Female|2010|||
0.2|0.5|0.3|20|VIII(d) Other specified malignant bone tumors|61200646|0-14|All Races|Male and Female|2010|||
~|~|~|~|VIII(e) Unspecified malignant bone tumors|61200646|0-14|All Races|Male and Female|2010|||
5.6|6.9|6.2|380|X Germ cell, trophoblastic tumors & neoplasms of gonads|61200646|0-14|All Races|Male and Female|2010|||
1.5|2.2|1.8|112|X(a) Intracranial & intraspinal germ cell tumors|61200646|0-14|All Races|Male and Female|2010|||
1.1|1.7|1.4|84|X(b) Malignant extracranial & extragonadal germ cell tumors|61200646|0-14|All Races|Male and Female|2010|||
2.2|3.1|2.6|160|X(c) Malignant gonadal germ cell tumors|61200646|0-14|All Races|Male and Female|2010|||
~|~|~|~|X(d) Gonadal carcinomas|61200646|0-14|All Races|Male and Female|2010|||
0.2|0.4|0.3|16|X(e) Other and unspecified malignant gonadal tumors|61200646|0-14|All Races|Male and Female|2010|||
6.4|7.7|7.0|427|XI Other malignant epithelial neoplasms and malignant melanomas|61200646|0-14|All Races|Male and Female|2010|||
~|~|~|~|XI(a) Adrenocortical carcinomas|61200646|0-14|All Races|Male and Female|2010|||
2.4|3.3|2.8|171|XI(b) Thyroid carcinomas|61200646|0-14|All Races|Male and Female|2010|||
0.2|0.4|0.3|17|XI(c) Nasopharyngeal carcinomas|61200646|0-14|All Races|Male and Female|2010|||
1.5|2.2|1.8|110|XI(d) Malignant melanomas|61200646|0-14|All Races|Male and Female|2010|||
~|~|~|~|XI(e) Skin carcinomas|61200646|0-14|All Races|Male and Female|2010|||
1.5|2.2|1.8|110|XI(f) Other and unspecified carcinomas|61200646|0-14|All Races|Male and Female|2010|||
0.4|0.9|0.6|39|XII Other and unspecified malignant neoplasms|61200646|0-14|All Races|Male and Female|2010|||
0.2|0.6|0.4|24|XII(a) Other specified malignant tumors|61200646|0-14|All Races|Male and Female|2010|||
~|~|~|~|XII(b) Other unspecified malignant tumors|61200646|0-14|All Races|Male and Female|2010|||
166.8|173.4|170.1|10445|All ICCC Groups Combined|61169649|0-14|All Races|Male and Female|2011|||
52.4|56.1|54.2|3337|I Leukemias, myeloproliferative & myelodysplastic diseases|61169649|0-14|All Races|Male and Female|2011|||
40.2|43.5|41.8|2577|I(a) Lymphoid leukemias|61169649|0-14|All Races|Male and Female|2011|||
7.0|8.4|7.7|473|I(b) Acute myeloid leukemias|61169649|0-14|All Races|Male and Female|2011|||
1.5|2.2|1.8|111|I(c) Chronic myeloproliferative diseases|61169649|0-14|All Races|Male and Female|2011|||
1.1|1.7|1.3|83|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|61169649|0-14|All Races|Male and Female|2011|||
1.2|1.9|1.5|93|I(e) Unspecified and other specified leukemias|61169649|0-14|All Races|Male and Female|2011|||
19.1|21.4|20.2|1235|II Lymphomas and reticuloendothelial neoplasms|61169649|0-14|All Races|Male and Female|2011|||
4.6|5.8|5.2|316|II(a) Hodgkin lymphomas|61169649|0-14|All Races|Male and Female|2011|||
5.8|7.0|6.4|389|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|61169649|0-14|All Races|Male and Female|2011|||
2.3|3.1|2.6|161|II(c) Burkitt lymphoma|61169649|0-14|All Races|Male and Female|2011|||
5.2|6.4|5.8|355|II(d) Miscellaneous lymphoreticular neoplasms|61169649|0-14|All Races|Male and Female|2011|||
~|~|~|~|II(e) Unspecified lymphomas|61169649|0-14|All Races|Male and Female|2011|||
34.4|37.4|35.8|2197|III CNS and misc intracranial and intraspinal neoplasms|61169649|0-14|All Races|Male and Female|2011|||
3.0|3.9|3.4|212|III(a) Ependymomas and choroid plexus tumor|61169649|0-14|All Races|Male and Female|2011|||
17.0|19.1|18.0|1105|III(b) Astrocytomas|61169649|0-14|All Races|Male and Female|2011|||
6.4|7.7|7.0|433|III(c) Intracranial and intraspinal embryonal tumors|61169649|0-14|All Races|Male and Female|2011|||
5.7|7.0|6.3|386|III(d) Other gliomas|61169649|0-14|All Races|Male and Female|2011|||
0.4|0.7|0.5|32|III(e) Other specified intracranial & intraspinal neoplasms|61169649|0-14|All Races|Male and Female|2011|||
0.3|0.7|0.5|29|III(f) Unspecified intracranial and intraspinal neoplasms|61169649|0-14|All Races|Male and Female|2011|||
10.4|12.1|11.2|693|IV Neuroblastoma and other peripheral nervous cell tumors|61169649|0-14|All Races|Male and Female|2011|||
10.2|11.8|11.0|680|IV(a) Neuroblastoma and ganglioneuroblastoma|61169649|0-14|All Races|Male and Female|2011|||
~|~|~|~|IV(b) Other peripheral nervous cell tumors|61169649|0-14|All Races|Male and Female|2011|||
10.3|12.0|11.1|682|IX Soft tissue and other extraosseous sarcomas|61169649|0-14|All Races|Male and Female|2011|||
